Category, Price of item in category, Quantity of item sold
Office Supplies,2095.35,11
Technology,1322.57,1
Office Supplies,1813.44,11
Office Supplies,1819.93,8
Office Supplies,1207.45,10
Technology,804.34,7
Office Supplies,2370.43,6
Office Supplies,777.69,6
Furniture,2652.31,10
Office Supplies,2920.24,7
Office Supplies,1626.42,6
Office Supplies,595.23,11
Technology,664.86,5
Office Supplies,1244.33,10
Office Supplies,1292.12,6
Office Supplies,1603.76,10
Office Supplies,1873.27,6
Office Supplies,2432.3,3
Office Supplies,755.1,4
Office Supplies,2440.44,11
Office Supplies,1889,11
Office Supplies,1193.75,5
Office Supplies,1526.62,7
Office Supplies,725.61,6
Office Supplies,1358.67,2
Office Supplies,798.89,6
Office Supplies,1407.05,11
Technology,1262.86,4
Technology,2536.38,7
Furniture,638.29,9
Office Supplies,2208.19,6
Office Supplies,756.8,2
Office Supplies,904.42,5
Office Supplies,2873.84,6
Furniture,722.67,4
Office Supplies,1259.22,8
Office Supplies,2730.34,9
Office Supplies,1755.06,5
Office Supplies,2623.63,6
Office Supplies,2534.99,9
Technology,1198.57,7
Technology,1725.77,6
Office Supplies,610.78,6
Technology,1285.59,6
Office Supplies,896.02,6
Office Supplies,1513.66,5
Office Supplies,1393.28,7
Furniture,2680.73,11
Technology,2962.98,8
Office Supplies,976.99,6
Office Supplies,1013.96,6
Office Supplies,1925.8,4
Office Supplies,1142.65,5
Office Supplies,581.62,7
Office Supplies,2075.06,7
Furniture,636.95,8
Office Supplies,2276.04,3
Office Supplies,2494.75,11
Office Supplies,2121.13,5
Office Supplies,2104.11,9
Furniture,992.13,7
Office Supplies,2411.34,2
Office Supplies,2271.29,2
Office Supplies,1097.45,3
Office Supplies,2437.97,9
Office Supplies,2374.34,7
Furniture,1670.06,10
Office Supplies,2712.79,4
Office Supplies,1377.62,5
Office Supplies,2010.32,2
Office Supplies,1443.72,2
Technology,857.52,6
Office Supplies,864.96,11
Office Supplies,1278.31,10
Furniture,1607.32,4
Office Supplies,2850.32,1
Furniture,1461.01,5
Furniture,2021.84,3
Office Supplies,766.57,11
Technology,2244.87,9
Technology,2623.43,10
Office Supplies,821.42,4
Office Supplies,1498.21,2
Office Supplies,2390.93,4
Technology,1443.12,7
Office Supplies,1867.85,4
Office Supplies,1472.78,1
Office Supplies,914.22,10
Office Supplies,2840.85,1
Furniture,815.79,6
Technology,1704.38,5
Office Supplies,2731.16,9
Furniture,2165.42,9
Office Supplies,1331.08,11
Office Supplies,1273.58,6
Office Supplies,1413.53,4
Office Supplies,854.3,6
Furniture,2815.53,8
Office Supplies,2471.57,5
Office Supplies,684.18,8
Office Supplies,927.09,10
Furniture,578.44,1
Office Supplies,1556.36,2
Office Supplies,2055.27,4
Office Supplies,2083.29,6
Office Supplies,1025.51,3
Office Supplies,695.16,8
Technology,1117.51,2
Office Supplies,1066.32,2
Office Supplies,1752.46,5
Technology,1190.97,8
Technology,1250.83,1
Office Supplies,1737.98,8
Furniture,2263.54,10
Office Supplies,1756,11
Furniture,2054.91,6
Office Supplies,979.59,5
Technology,2882.87,2
Office Supplies,899.57,1
Technology,591.3,5
Office Supplies,2599.2,4
Office Supplies,2290.61,4
Office Supplies,1944.26,2
Office Supplies,1588.12,11
Furniture,1377.79,4
Office Supplies,2995.27,6
Office Supplies,2770.04,2
Office Supplies,582.82,3
Technology,2231.66,9
Office Supplies,1448.42,5
Office Supplies,2613.7,2
Technology,1569.11,3
Office Supplies,2703.07,2
Technology,2918.76,10
Office Supplies,2618.04,1
Office Supplies,569.71,8
Technology,616.62,4
Technology,668.84,2
Technology,2834.03,11
Furniture,1178.64,9
Office Supplies,2755.13,11
Technology,1919.5,8
Technology,1027.8,4
Office Supplies,2503.56,6
Office Supplies,2315.28,7
Office Supplies,2044.66,9
Furniture,2933.94,11
Office Supplies,1591.73,11
Office Supplies,2700.87,9
Office Supplies,912.28,6
Office Supplies,2026.82,11
Office Supplies,1341.56,1
Furniture,2899.38,5
Office Supplies,1276.09,7
Furniture,1952.39,7
Technology,1085.79,2
Office Supplies,2766.21,10
Office Supplies,1126.86,10
Office Supplies,1474.34,6
Office Supplies,2982.1,3
Office Supplies,2510.21,4
Office Supplies,2432.48,3
Office Supplies,2640.63,10
Office Supplies,562.13,8
Office Supplies,2033.88,7
Office Supplies,2731.15,11
Office Supplies,2868.87,1
Office Supplies,1271.09,3
Office Supplies,2532.37,10
Office Supplies,1093.76,9
Office Supplies,782.7,5
Technology,2576.51,7
Office Supplies,2396.03,3
Office Supplies,1038.21,9
Furniture,1404.76,4
Office Supplies,1236.97,2
Office Supplies,1993.68,6
Office Supplies,2560.9,1
Technology,1226.86,11
Office Supplies,2599.49,7
Office Supplies,2335.45,3
Office Supplies,1048.9,10
Office Supplies,2732.86,9
Office Supplies,1337.75,6
Technology,927.51,5
Technology,2450.03,3
Office Supplies,1145.54,11
Office Supplies,1852.23,1
Technology,1834.38,11
Furniture,1707.29,10
Office Supplies,1005.46,4
Office Supplies,628.29,7
Office Supplies,1058.85,4
Office Supplies,2609.58,5
Office Supplies,1666.47,5
Office Supplies,1688.44,4
Furniture,2834.44,2
Furniture,1870.61,7
Office Supplies,1410.49,7
Technology,2380.87,1
Office Supplies,2300.5,10
Office Supplies,924.86,1
Office Supplies,2142.45,5
Technology,2618.25,4
Office Supplies,2796.85,7
Office Supplies,620.82,6
Office Supplies,525.01,5
Technology,1317.49,11
Office Supplies,1670.64,3
Office Supplies,1699.59,6
Technology,1952.46,1
Office Supplies,1694.64,6
Office Supplies,2036.51,10
Office Supplies,2669.79,7
Office Supplies,943.28,4
Office Supplies,2236.87,5
Office Supplies,1868.19,3
Office Supplies,1428.87,10
Technology,2851.6,5
Technology,2608.15,10
Furniture,1128.93,5
Office Supplies,2734.83,9
Office Supplies,2259.28,10
Office Supplies,944.53,3
Technology,2367.19,8
Office Supplies,2902.89,7
Office Supplies,512.45,9
Technology,960.56,8
Office Supplies,2813.68,6
Furniture,886.78,9
Technology,1108.8,4
Office Supplies,1519.06,1
Office Supplies,1516.67,2
Technology,1206.06,5
Office Supplies,2025.49,7
Office Supplies,2813.31,9
Office Supplies,943.38,1
Furniture,1497.43,6
Office Supplies,1101.27,8
Office Supplies,2072.76,9
Furniture,1257.11,8
Furniture,800.74,2
Technology,1751.05,11
Office Supplies,2731.23,11
Office Supplies,2151.93,1
Office Supplies,1538.32,5
Furniture,1596.31,9
Office Supplies,1790.01,10
Office Supplies,1690.12,9
Office Supplies,1010.32,2
Office Supplies,1040.5,1
Office Supplies,667.48,10
Office Supplies,1540.77,5
Office Supplies,2107.84,8
Office Supplies,2405.14,7
Office Supplies,2651.33,10
Office Supplies,862.37,11
Office Supplies,2840.85,3
Office Supplies,2969.16,1
Furniture,2660.14,7
Office Supplies,1807.16,8
Office Supplies,2688.54,6
Office Supplies,2121.9,4
Technology,2376.55,8
Technology,750.31,1
Office Supplies,705.8,7
Office Supplies,1348.48,1
Furniture,936.45,11
Furniture,863.19,3
Furniture,761.75,8
Office Supplies,914.91,4
Office Supplies,745.19,5
Technology,1056.91,6
Office Supplies,743.43,7
Office Supplies,1410.26,8
Office Supplies,2145.16,3
Furniture,1119.3,1
Office Supplies,2531.23,2
Office Supplies,1733.09,6
Technology,2077.24,4
Technology,556.79,1
Office Supplies,541.08,3
Office Supplies,2680.21,11
Office Supplies,562.81,2
Technology,1731.29,8
Office Supplies,1133.06,7
Technology,2007.44,6
Office Supplies,2282.65,2
Office Supplies,1350.99,6
Furniture,706.03,3
Office Supplies,2683.68,7
Office Supplies,1244.62,11
Office Supplies,734.55,9
Office Supplies,1833.49,5
Office Supplies,1052.83,7
Office Supplies,2012.54,8
Office Supplies,2017.85,5
Office Supplies,1847.19,9
Office Supplies,750.92,11
Office Supplies,1215.73,8
Office Supplies,2114.34,10
Furniture,1841.9,9
Office Supplies,1500,1
Technology,570.56,10
Office Supplies,1271.16,4
Technology,1157.23,5
Office Supplies,1814.72,8
Office Supplies,2423.38,11
Furniture,985.96,6
Office Supplies,2990.66,2
Office Supplies,1213.03,7
Office Supplies,867.45,6
Office Supplies,1862.09,7
Office Supplies,909.47,6
Furniture,717.66,7
Furniture,795.89,9
Office Supplies,683.67,9
Office Supplies,1158.97,4
Furniture,2772.2,5
Office Supplies,1327.02,2
Office Supplies,2586.03,11
Technology,1809.12,6
Office Supplies,671.87,9
Office Supplies,1379.03,9
Office Supplies,1182.12,1
Office Supplies,1942.57,10
Office Supplies,727.45,11
Office Supplies,1276.83,3
Technology,1880.81,11
Office Supplies,2263.2,2
Office Supplies,2638.67,9
Technology,2645.47,1
Office Supplies,1399.19,1
Office Supplies,2696.26,11
Office Supplies,2452.42,7
Office Supplies,1981.69,2
Furniture,2127.64,7
Furniture,2758.66,1
Office Supplies,520.81,8
Office Supplies,1198.16,7
Furniture,1054.03,3
Furniture,1701.21,10
Office Supplies,1554.15,7
Office Supplies,1103.22,6
Office Supplies,1890.97,10
Technology,2663.14,8
Furniture,2684.72,9
Furniture,1213.15,11
Technology,879.15,6
Office Supplies,834.04,6
Furniture,918.67,8
Furniture,1493.68,3
Office Supplies,1458.67,8
Office Supplies,2387.82,7
Furniture,955.53,1
Office Supplies,1092.7,10
Technology,610.3,2
Office Supplies,1239.57,1
Office Supplies,597.28,9
Office Supplies,857.26,9
Furniture,2668.97,3
Office Supplies,1976.83,1
Office Supplies,1352.35,11
Technology,2924.3,10
Technology,2303.15,8
Furniture,2134.22,1
Office Supplies,1363.92,6
Office Supplies,1937.01,11
Furniture,2135.21,9
Office Supplies,2812.6,3
Office Supplies,1456.31,7
Office Supplies,966.33,6
Furniture,2150.39,1
Furniture,992,10
Office Supplies,2898.41,7
Office Supplies,1010.7,7
Office Supplies,2605.06,6
Technology,2251.74,9
Furniture,2429.13,4
Office Supplies,1006.13,10
Office Supplies,2098.27,4
Office Supplies,1490.04,6
Office Supplies,1175.88,3
Office Supplies,603.66,10
Office Supplies,2815.29,8
Office Supplies,1630.79,1
Furniture,1824.63,4
Office Supplies,561.01,9
Furniture,686.2,6
Office Supplies,1215.7,7
Technology,2767.29,3
Furniture,2951.99,8
Office Supplies,1828.49,11
Office Supplies,1206.28,7
Technology,1460.82,10
Technology,518.06,3
Office Supplies,658.47,5
Furniture,1762.02,11
Office Supplies,1881.23,5
Technology,1374.18,11
Technology,1963.17,11
Office Supplies,1218.68,11
Office Supplies,2745.15,7
Office Supplies,1933.5,4
Office Supplies,1521.74,1
Office Supplies,1963.71,8
Office Supplies,1602.03,10
Furniture,2334.43,11
Furniture,2553.35,4
Furniture,1394.58,2
Technology,2470.51,1
Office Supplies,2337.02,4
Office Supplies,847.17,11
Furniture,650.36,9
Office Supplies,1404.28,6
Office Supplies,1605.9,11
Office Supplies,2399.24,9
Office Supplies,1826.52,5
Technology,2724.5,11
Office Supplies,1512.1,2
Office Supplies,1241.1,7
Office Supplies,919.11,4
Office Supplies,1148.78,1
Office Supplies,1066.93,2
Office Supplies,1895.1,4
Technology,1295.14,2
Furniture,1679.68,9
Office Supplies,2347.89,6
Furniture,533,11
Technology,1053.52,7
Office Supplies,2390.12,11
Furniture,788.7,1
Office Supplies,1445.7,8
Office Supplies,2222.79,2
Office Supplies,2657.13,10
Furniture,2983.3,11
Furniture,854.57,9
Office Supplies,2840.63,5
Office Supplies,950.82,11
Office Supplies,1697.28,4
Technology,907.82,4
Office Supplies,2073.32,7
Office Supplies,1981.26,11
Furniture,2089.1,10
Office Supplies,2908.83,10
Office Supplies,1163.28,1
Office Supplies,2842.23,11
Office Supplies,2218.38,3
Furniture,2917.86,11
Office Supplies,1637.35,11
Furniture,1768.05,1
Office Supplies,2258.66,8
Office Supplies,2352.99,4
Office Supplies,1869.5,11
Furniture,1237.16,10
Technology,2938.08,10
Technology,1092.18,10
Office Supplies,1267.57,9
Furniture,1914.63,3
Office Supplies,2103.13,8
Office Supplies,843.94,1
Office Supplies,546,7
Office Supplies,2824.48,6
Furniture,1437.56,11
Furniture,2211.23,6
Office Supplies,1753.41,11
Technology,1182.57,2
Office Supplies,771.64,6
Office Supplies,2420.25,10
Office Supplies,2947.72,11
Furniture,2500.53,1
Technology,2585.21,8
Technology,2124.06,2
Office Supplies,2149.64,10
Office Supplies,2892.54,1
Office Supplies,1742.27,3
Office Supplies,1519.39,6
Office Supplies,960.3,5
Office Supplies,977.67,1
Office Supplies,2694.22,3
Office Supplies,734.27,11
Office Supplies,2498.3,9
Office Supplies,1372.95,6
Office Supplies,854.61,3
Office Supplies,2054.09,8
Office Supplies,1097.6,9
Office Supplies,514.85,8
Furniture,1578.88,2
Office Supplies,2053.96,1
Office Supplies,2508.45,5
Technology,930.03,11
Technology,1679.35,7
Office Supplies,2596.65,2
Office Supplies,661,3
Office Supplies,2100.43,11
Office Supplies,2167.8,4
Office Supplies,936.84,9
Office Supplies,2883.1,3
Office Supplies,2232.05,6
Office Supplies,1945.9,7
Furniture,844.99,5
Office Supplies,2312.64,5
Furniture,542.17,9
Office Supplies,2957.24,8
Office Supplies,1226.98,4
Office Supplies,1607.93,9
Office Supplies,1625.25,8
Office Supplies,2873.55,8
Office Supplies,1169.36,4
Furniture,939.43,5
Office Supplies,2044.65,4
Office Supplies,1712.81,11
Furniture,684.34,4
Office Supplies,641.07,1
Office Supplies,2023.89,5
Furniture,1376.9,2
Technology,2163.36,4
Office Supplies,2309.77,6
Office Supplies,1979.04,5
Office Supplies,1952.61,2
Office Supplies,1173.64,10
Furniture,1568.57,2
Office Supplies,2142.29,7
Office Supplies,741.35,11
Office Supplies,1748.37,4
Office Supplies,1150.07,10
Office Supplies,1175.35,11
Office Supplies,1870.15,4
Furniture,727.63,10
Office Supplies,1914.91,2
Technology,1461.15,10
Office Supplies,989.25,10
Office Supplies,504.88,6
Office Supplies,1892.85,6
Office Supplies,2192.33,10
Office Supplies,980.23,10
Office Supplies,2221.35,5
Office Supplies,1922.93,6
Office Supplies,1445.93,10
Office Supplies,782.5,2
Office Supplies,2029.91,2
Office Supplies,973.49,7
Technology,2644.94,10
Office Supplies,2895.88,4
Office Supplies,1518.54,2
Office Supplies,2242.89,4
Office Supplies,1659.72,5
Office Supplies,832.18,2
Office Supplies,2244.03,2
Office Supplies,2677.55,7
Office Supplies,794.56,2
Office Supplies,769.69,8
Office Supplies,1076.55,9
Office Supplies,1094.82,7
Office Supplies,2538.35,7
Office Supplies,1911.11,11
Office Supplies,2697.03,8
Office Supplies,1165.62,7
Office Supplies,1732.03,9
Technology,2557.65,7
Furniture,621.16,1
Technology,2593.78,2
Office Supplies,2220.09,2
Technology,1189.81,5
Office Supplies,1045.91,1
Office Supplies,1927.58,8
Office Supplies,608.56,4
Office Supplies,1388.79,9
Office Supplies,2127.57,9
Technology,1052.46,9
Office Supplies,2947.78,5
Office Supplies,1241.77,11
Technology,2504.17,2
Office Supplies,1543.39,8
Furniture,2494.59,3
Furniture,1948.67,10
Office Supplies,1968.84,10
Office Supplies,1700.55,5
Office Supplies,685.73,5
Technology,1688.6,2
Office Supplies,1686.11,4
Technology,2752.18,10
Furniture,1571.72,3
Office Supplies,1910.12,5
Office Supplies,1218.26,1
Technology,1385.34,3
Furniture,2219.14,1
Office Supplies,1580.81,8
Office Supplies,2395.01,11
Technology,2456.67,6
Office Supplies,2987.69,3
Office Supplies,569.26,6
Office Supplies,716.82,1
Office Supplies,943.01,2
Technology,2128.48,3
Office Supplies,1234.91,8
Office Supplies,1028.99,2
Office Supplies,914.97,11
Office Supplies,1329.63,6
Office Supplies,2470.12,2
Office Supplies,642.21,4
Office Supplies,1555.03,4
Furniture,2656.57,5
Office Supplies,2872.57,7
Office Supplies,2403.46,8
Office Supplies,996.49,6
Office Supplies,2795.53,6
Office Supplies,1925.99,9
Office Supplies,2440.63,8
Office Supplies,529.21,6
Office Supplies,2610.79,11
Office Supplies,2532.51,11
Office Supplies,2413.92,9
Office Supplies,2004.16,1
Furniture,1269.13,9
Office Supplies,2470.78,7
Furniture,1607.76,1
Office Supplies,2569.71,2
Office Supplies,2068.02,11
Office Supplies,1350.81,6
Office Supplies,2587.9,9
Furniture,689.69,6
Office Supplies,1628.1,3
Office Supplies,898.44,3
Office Supplies,2930.19,2
Office Supplies,725.66,3
Furniture,2775.02,9
Office Supplies,2430.34,8
Office Supplies,2199.97,4
Furniture,2714.04,6
Furniture,1740.91,5
Office Supplies,1173.88,10
Office Supplies,2923.69,4
Office Supplies,1832.59,8
Furniture,2261.64,2
Office Supplies,2645.15,10
Office Supplies,1748.58,5
Office Supplies,929.83,10
Office Supplies,2732.14,2
Office Supplies,1623.39,8
Office Supplies,2329.59,4
Furniture,1886.41,2
Office Supplies,2809.6,8
Office Supplies,1850.21,6
Technology,2218.59,6
Technology,2487.83,8
Office Supplies,2721.51,4
Office Supplies,1937.83,2
Office Supplies,2155.6,9
Technology,2414.13,9
Office Supplies,2044.27,6
Office Supplies,2592.62,1
Office Supplies,2678.27,2
Technology,2394.4,7
Office Supplies,2366.65,1
Office Supplies,2146.82,6
Office Supplies,2372.53,10
Office Supplies,2030.96,9
Office Supplies,2542.2,5
Office Supplies,1544.62,3
Furniture,1884.65,5
Furniture,1771.81,10
Office Supplies,1164.72,9
Office Supplies,1347.08,10
Office Supplies,502.97,1
Technology,2998.13,4
Office Supplies,971.8,11
Office Supplies,2004.29,1
Office Supplies,2696.06,2
Office Supplies,2198.46,2
Office Supplies,1592.83,11
Furniture,2093.23,5
Office Supplies,2963.58,5
Office Supplies,720.96,6
Office Supplies,2909.87,7
Office Supplies,2434.69,7
Office Supplies,1215.6,5
Office Supplies,630.88,7
Office Supplies,1292.56,10
Office Supplies,1984.08,9
Furniture,2647.01,4
Technology,2251.59,2
Office Supplies,2601.51,9
Technology,1636.93,6
Office Supplies,714.44,9
Technology,2534.53,8
Office Supplies,1628.44,4
Office Supplies,2102.76,6
Office Supplies,1855.05,11
Technology,2985.78,10
Technology,2556.03,1
Office Supplies,1778.15,5
Office Supplies,1008.83,10
Furniture,1475.31,4
Office Supplies,1575.6,9
Office Supplies,2593.88,11
Technology,2819.12,3
Furniture,1368.42,5
Technology,996.35,7
Office Supplies,1119.82,9
Office Supplies,2089.47,10
Office Supplies,1548.78,9
Technology,1516.64,8
Technology,1285.78,8
Office Supplies,1169.57,6
Office Supplies,2046.88,3
Office Supplies,804.56,6
Office Supplies,1417.37,9
Office Supplies,1427.3,7
Technology,2148.94,2
Office Supplies,2152.78,3
Office Supplies,1891.29,6
Office Supplies,840.08,4
Office Supplies,1037.03,11
Technology,1731.18,3
Furniture,586.56,7
Office Supplies,2504.28,2
Office Supplies,2703.66,2
Office Supplies,1859.32,11
Office Supplies,1445.02,11
Office Supplies,2018.41,9
Furniture,2091.02,4
Office Supplies,760.7,1
Furniture,1857.53,9
Office Supplies,2743.28,11
Furniture,628.63,6
Office Supplies,1440.68,10
Office Supplies,2260.53,9
Office Supplies,1879.99,10
Office Supplies,1581.64,2
Office Supplies,1150.98,8
Office Supplies,1262.05,7
Technology,2135.65,7
Office Supplies,1376.76,7
Office Supplies,864.81,8
Technology,1815.4,7
Technology,965.49,3
Office Supplies,2342.31,8
Office Supplies,1289.05,11
Office Supplies,924.82,4
Office Supplies,1990.4,1
Office Supplies,2585.09,11
Office Supplies,682.27,4
Office Supplies,2097.62,2
Office Supplies,1188.86,1
Office Supplies,2527.54,9
Office Supplies,2630.98,9
Office Supplies,1254.45,7
Office Supplies,1353.91,3
Office Supplies,2446.02,7
Office Supplies,1460.06,7
Office Supplies,571.32,6
Furniture,2087.07,11
Office Supplies,1183.05,4
Office Supplies,1618.34,7
Office Supplies,754.76,6
Office Supplies,1773.8,11
Office Supplies,554.99,4
Office Supplies,2685.04,9
Office Supplies,545.17,2
Furniture,2547.91,1
Office Supplies,2840.08,8
Furniture,1088.77,5
Furniture,2802.3,11
Office Supplies,1705.97,7
Office Supplies,2611.31,6
Technology,717.34,9
Office Supplies,1851.59,1
Office Supplies,877.17,7
Furniture,1573.44,8
Office Supplies,2323.37,4
Office Supplies,1860.54,8
Office Supplies,2488.55,10
Technology,974.44,3
Office Supplies,998.63,11
Office Supplies,869.93,11
Office Supplies,1691.57,9
Office Supplies,587.55,4
Office Supplies,1998.35,11
Office Supplies,2226.67,11
Office Supplies,931.55,6
Office Supplies,1202.28,10
Office Supplies,2845.33,11
